Cat,Name,Smiles,PIC50_pred,
S9230,Vaccarin,OCC1OC(OC2=CC=C(C=C2)C3=CC(=O)C4=C(O)C(=C(O)C=C4O3)C5OC(CO)C(O)C(O)C5OC6OCC(O)C(O)C6O)C(O)C(O)C1O,5.507755978,
S9289,Astragalin,OCC1OC(OC2=C(OC3=C(C(=CC(=C3)O)O)C2=O)C4=CC=C(O)C=C4)C(O)C(O)C1O,5.507755978,
S3274,Glucosyl-vitexin,OCC1OC(OC2C(O)C(O)C(CO)OC2OC3=C4OC(=CC(=O)C4=C(O)C=C3O)C5=CC=C(O)C=C5)C(O)C(O)C1O,5.507755978,
S3281,Quercetin 3-O-¦Â-D-glucose-7-O-¦Â-D-gentiobioside,OCC1OC(OCC2OC(OC3=CC(=C4C(=O)C(=C(OC4=C3)C5=CC(=C(O)C=C5)O)OC6OC(CO)C(O)C(O)C6O)O)C(O)C(O)C2O)C(O)C(O)C1O,5.507755978,
S5642,Homovanillic acid,COC1=C(O)C=CC(=C1)CC(O)=O,5.50695811,
E4528,Ononetin,COC1=CC=C(CC(=O)C2=C(O)C=C(O)C=C2)C=C1,5.50695811,
S5750,DL-Norepinephrine hydrochloride,Cl.NCC(O)C1=CC(=C(O)C=C1)O,5.497135484,
S9507,(?)-Norepinephrine,NCC(O)C1=CC(=C(O)C=C1)O,5.497135484,
S3981,Sinapinic Acid,COC1=C(O)C(=CC(=C1)\C=C\C(O)=O)OC,5.496051345,
S4774,Xanthurenic Acid,OC(=O)C1=CC(=C2C=CC=C(O)C2=N1)O,5.484981752,
S2310,Honokiol (NSC 293100),OC1=C(CC=C)C=C(C=C1)C2=CC(=CC=C2O)CC=C,5.481246096,
S3960,Higenamine hydrochloride,Cl.OC1=CC=C(CC2NCCC3=CC(=C(O)C=C23)O)C=C1,5.480091647,
S3294,Demethyl-Coclaurine,OC1=CC=C(CC2NCCC3=CC(=C(O)C=C23)O)C=C1,5.480091647,
S3828,Orcinol glucoside,CC1=CC(=CC(=C1)OC2OC(CO)C(O)C(O)C2O)O,5.47775954,
S5456,Isobavachalcone,CC(C)=CCC1=C(O)C(=CC=C1O)C(=O)\C=C\C2=CC=C(O)C=C2,5.475515068,
S5748,4¡ä-Deoxyphlorizin,OCC1OC(OC2=CC=CC(=C2C(=O)CCC3=CC=C(O)C=C3)O)C(O)C(O)C1O,5.466987177,
S1396,Resveratrol (SRT501),OC1=CC=C(C=C1)\C=C\C2=CC(=CC(=C2)O)O,5.460441176,
S3026,Piceatannol,OC1=CC(=CC(=C1)/C=C/C2=CC=C(O)C(=C2)O)O,5.460441176,
S4739,Oxyresveratrol,OC1=CC=C(\C=C\C2=CC(=CC(=C2)O)O)C(=C1)O,5.460441176,
S3168,cis-Resveratrol,OC1=CC=C(C=C1)\C=C/C2=CC(=CC(=C2)O)O,5.460441176,
S9256,Isobavachin,CC(C)=CCC1=C2OC(CC(=O)C2=CC=C1O)C3=CC=C(O)C=C3,5.451933004,
S3261,Myrislignan,COC1=C(O)C=CC(=C1)C(O)C(C)OC2=C(OC)C=C(CC=C)C=C2OC,5.440870236,
S2385,Hordenine,CN(C)CCC1=CC=C(O)C=C1,5.433965629,
E4456,Hordenine HCL,Cl.CN(C)CCC1=CC=C(O)C=C1,5.433965629,
S9254,Skimmin,OCC1OC(OC2=CC3=C(C=CC(=O)O3)C=C2)C(O)C(O)C1O,5.433550037,
S3788,Carvacrol,CC(C)C1=CC=C(C)C(=C1)O,5.431624694,
S5157,Thymol,CC(C)C1=CC=C(C)C=C1O,5.431624694,
S9329,Orcinol,CC1=CC(=CC(=C1)O)O,5.431624694,
E4285,Pyrolin,CC1=C(O)C=CC(=C1)O,5.431624694,
E4140,"2,6-Dimethylhydroquinone",CC1=C(O)C(=CC(=C1)O)C,5.431624694,
E4238,"2,4,6-Trimethylphenol",CC1=CC(=C(O)C(=C1)C)C,5.431624694,
E4240,"3,5-Di-tert-butylphenol",CC(C)(C)C1=CC(=CC(=C1)O)C(C)(C)C,5.431624694,
S3786,Glabridin,CC1(C)OC2=C(C=C1)C3=C(CC(CO3)C4=CC=C(O)C=C4O)C=C2,5.411577255,
S4953,Usnic acid,CC(=O)C1C(=O)C=C2OC3=C(C(=C(C)C(=C3C(C)=O)O)O)C2(C)C1=O,5.410716971,
S1665,Estrone,CC12CCC3C(CCC4=CC(=CC=C34)O)C1CCC2=O,5.409533089,
S2448,Gambogic Acid,CC(C)=CCCC1(C)OC2=C(CC=C(C)C)C3=C(C(=C2C=C1)O)C(=O)C4=CC5CC6C(C)(C)OC(C\C=C(C)/C(O)=O)(C5=O)C46O3,5.408337368,
S9031,Gambogenic acid,CC(C)=CCC/C(C)=C/CC1=C(O)C2=C(OC34C5CC(C=C3C2=O)C(=O)C4(C\C=C(\C)C(O)=O)OC5(C)C)C(=C1O)CC=C(C)C,5.408337368,
S2252,(+)-Usniacin,CC(=O)C1=C(O)C(=C(O)C2=C1OC3=CC(=O)C(=C(O)C23C)C(C)=O)C,5.403128079,
E4574,2-Hydroxy Hippuric Acid,OC(=O)CNC(=O)C1=C(O)C=CC=C1,5.386142483,
E4160,Glycyl-L-tyrosine,NCC(=O)NC(CC1=CC=C(O)C=C1)C(O)=O,5.38119764,
S2346,Puerarin,OCC1OC(OC2=C(O)C=CC3=C2OC=C(C3=O)C4=CC=C(O)C=C4)C(O)C(O)C1O,5.377416165,
S2259,Aloe-emodin,OCC1=CC2=C(C(=C1)O)C(=O)C3=C(C=CC=C3O)C2=O,5.363716533,
S2383,Gastrodin,OCC1OC(OC2=CC=C(CO)C=C2)C(O)C(O)C1O,5.361030245,
S4156,Chlortetracycline HCl (NSC 13252),Cl.CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(=C1O)C(N)=O)C(=O)C4=C(C(=CC=C4O)Cl)C3(C)O,5.358023999,
S3897,(-)-Arctigenin,COC1=C(O)C=CC(=C1)CC2C(COC2=O)CC3=CC=C(OC)C(=C3)OC,5.349823142,
S9137,Erianin,COC1=C(O)C=C(CCC2=CC(=C(OC)C(=C2)OC)OC)C=C1,5.34911783,
S3370,3-Methoxytyramine hydrochloride,Cl.COC1=C(O)C=CC(=C1)CCN,5.34911783,
S2052,Oxytetracycline Dihydrate,O.O.CN(C)C1C2C(O)C3C(=C(O)C2(O)C(=O)C(=C1O)C(N)=O)C(=O)C4=C(O)C=CC=C4C3(C)O,5.348302719,
S2574,Tetracycline HCl,Cl.CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(=C1O)C(N)=O)C(=O)C4=C(O)C=CC=C4C3(C)O,5.348302719,
S2554,Daphnetin,OC1=CC=C2C=CC(=O)OC2=C1O,5.34699096,
S1342,Genistein (NPI 031L),OC1=CC=C(C=C1)C2=COC3=C(C(=CC(=C3)O)O)C2=O,5.344978812,
S3937,Pterostilbene,COC1=CC(=CC(=C1)\C=C\C2=CC=C(O)C=C2)OC,5.343028353,
S3939,4'-Methoxyresveratrol,COC1=CC=C(C=C1)\C=C\C2=CC(=CC(=C2)O)O,5.343028353,
S3940,3'-Hydroxypterostilbene,COC1=CC(=CC(=C1)/C=C/C2=CC(=C(O)C=C2)O)OC,5.343028353,
S9163,Rhapontigenin,COC1=CC=C(/C=C/C2=CC(=CC(=C2)O)O)C=C1O,5.343028353,
S1773,Oxytetracycline (Terramycin),CN(C)C1C2C(O)C3C(=C(O)C4=C(C=CC=C4O)C3(C)O)C(=O)C2(O)C(=O)C(=C1O)C(N)=O,5.341309136,
S4490,Tetracycline,CN(C)C1C2CC3C(=C(O)C4=C(C=CC=C4O)C3(C)O)C(=O)C2(O)C(=C(C(N)=O)C1=O)O,5.341309136,
S5199,Oxytetracycline hydrochloride,Cl.CN(C)C1C2C(O)C3C(=C(O)C4=C(C=CC=C4O)C3(C)O)C(=O)C2(O)C(=C(C(N)=O)C1=O)O,5.341309136,
S3985,Methyl 4-hydroxybenzoate,COC(=O)C1=CC=C(O)C=C1,5.336112275,
S2401,Sodium Danshensu,[Na+].OC(CC1=CC(=C(O)C=C1)O)C([O-])=O,5.334336047,
S4741,Danshensu,OC(CC1=CC=C(O)C(=C1)O)C(O)=O,5.334336047,
S2263,Arbutin,OCC1OC(OC2=CC=C(O)C=C2)C(O)C(O)C1O,5.333877057,
S5112,alpha-Arbutin,OCC1OC(OC2=CC=C(O)C=C2)C(O)C(O)C1O,5.333877057,
S3952,"3,4-Dihydroxybenzaldehyde",OC1=CC=C(C=O)C=C1O,5.328610684,
E4329,Gallic aldehyde,OC1=C(O)C(=CC(=C1)C=O)O,5.328610684,
E4249,4-Nitrocatechol,OC1=C(O)C=C(C=C1)[N](=O)=O,5.328610684,
E2903,"2,4-dihydroxybenzaldehyde",OC1=CC(=C(C=O)C=C1)O,5.328610684,
S2396,Salidroside,OCC1OC(OCCC2=CC=C(O)C=C2)C(O)C(O)C1O,5.315146123,
S2277,Caffeic Acid,OC(=O)/C=C/C1=CC=C(O)C(=C1)O,5.3091889,
S2404,Isoliquiritigenin,OC1=CC=C(C=C1)\C=C\C(=O)C2=C(O)C=C(O)C=C2,5.3091889,
S3799,Gentisic acid,OC(=O)C1=C(O)C=CC(=C1)O,5.3091889,
S3975,Protocatechuic acid,OC(=O)C1=CC(=C(O)C=C1)O,5.3091889,
S4603,Gallic acid,OC(=O)C1=CC(=C(O)C(=C1)O)O,5.3091889,
S8036,Butein,OC1=CC(=C(C=C1)C(=O)\C=C\C2=CC(=C(O)C=C2)O)O,5.3091889,
S9440,Naringenin chalcone,OC1=CC=C(C=C1)/C=C/C(=O)C2=C(O)C=C(O)C=C2O,5.3091889,
E4084,Gallic acid (hydrate),O.OC(=O)C1=CC(=C(O)C(=C1)O)O,5.3091889,
E4097,"2,4,6-Trihydroxybenzoic acid",OC(=O)C1=C(O)C=C(O)C=C1O,5.3091889,
S2295,Emodin,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C=C(O)C=C3O)C2=O,5.29785608,
S9155,Aurantio-obtusin,COC1=C(O)C2=C(C=C1O)C(=O)C3=C(C2=O)C(=C(O)C(=C3)C)OC,5.29785608,
E4557,Sinapaldehyde,COC1=C(O)C(=CC(=C1)\C=C\C=O)OC,5.29785608,
S2395,Rheochrysidin,COC1=CC2=C(C(=C1)O)C(=O)C3=C(O)C=C(C)C=C3C2=O,5.29785608,
S3265,9''-Methyl salvianolate B,COC(=O)C(CC1=CC(=C(O)C=C1)O)OC(=O)/C=C/C2=C3C(C(OC3=C(O)C=C2)C4=CC(=C(O)C=C4)O)C(=O)OC(CC5=CC(=C(O)C=C5)O)C(O)=O,5.295857691,
S4244,Serotonin HCl,Cl.NCCC1=C[NH]C2=CC=C(O)C=C12,5.289160613,
E4150,H-Tyr-OMe,COC(=O)C(N)CC1=CC=C(O)C=C1,5.284192352,
S6927,Dihydroresveratrol,OC1=CC=C(CCC2=CC(=CC(=C2)O)O)C=C1,5.282384589,
E4098,5-Hydroxyindole,OC1=CC=C2[NH]C=CC2=C1,5.278117948,
S9237,Berberrubine,[Cl-].COC1=CC=C2C=C3C4=C(CC[N+]3=CC2=C1O)C=C5OCOC5=C4,5.271702918,
S2529,Dopamine HCl,Cl.NCCC1=CC(=C(O)C=C1)O,5.271135722,
S3826,Hydroxytyrosol,OCCC1=CC=C(O)C(=C1)O,5.271135722,
S3071,Vanillin,COC1=CC(=CC=C1O)C=O,5.270763104,
S4765,Syringaldehyde,COC1=C(O)C(=CC(=C1)C=O)OC,5.270763104,
S4943,Isovanillin,COC1=C(O)C=C(C=O)C=C1,5.270763104,
S5156,4-Methoxysalicylaldehyde,COC1=CC(=C(C=O)C=C1)O,5.270763104,
S9221,Ferulaldehyde,COC1=CC(=CC=C1O)\C=C\C=O,5.270763104,
S9480,Raspberry Ketone,CC(=O)CCC1=CC=C(O)C=C1,5.261789488,
S2406,Chrysophanic Acid,CC1=CC2=C(C(=C1)O)C(=O)C3=C(O)C=CC=C3C2=O,5.261407957,
S9198,Obtusifolin,COC1=C2C(=O)C3=C(C=CC=C3O)C(=O)C2=CC(=C1O)C,5.261407957,
S9312,Cyanidin-3-O-glucoside chloride,[Cl-].OCC1OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C4=CC(=C(O)C=C4)O)C(O)C(O)C1O,5.260248729,
S3841,Eleutheroside B,COC1=CC(=CC(=C1OC2OC(CO)C(O)C(O)C2O)OC)\C=C\CO,5.260087128,
S4963,Purpurin,OC1=CC(=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1O)O,5.259923145,
E4179,2-Hydroxyanthraquinone,OC1=CC=C2C(=O)C3=CC=CC=C3C(=O)C2=C1,5.259923145,
S2342,Phloretin (RJC 02792),OC1=CC=C(CCC(=O)C2=C(O)C=C(O)C=C2O)C=C1,5.259114971,
S6367,3-Hydroxybenzoic acid,OC(=O)C1=CC=CC(=C1)O,5.259034729,
E4351,m-Coumaric acid,OC(=O)C=CC1=CC(=CC=C1)O,5.259034729,
E4210,2-Hydroxy-6-methoxybenzoic acid,COC1=C(C(O)=O)C(=CC=C1)O,5.254395357,
E4413,"Methyl 2,6-dihydroxybenzoate",COC(=O)C1=C(O)C=CC=C1O,5.254395357,
S2400,Rheic Acid,OC(=O)C1=CC(=C2C(=O)C3=C(C=CC=C3O)C(=O)C2=C1)O,5.242489767,
S3289,Daphnoretin,COC1=C(O)C=C2OC(=O)C(=CC2=C1)OC3=CC4=C(C=CC(=O)O4)C=C3,5.239157082,
E4170,"1,2,4-Trihydroxybenzene",OC1=CC(=C(O)C=C1)O,5.237088181,
S2374,5-hydroxytryptophan (5-HTP),NC(CC1=C[NH]C2=CC=C(O)C=C12)C(O)=O,5.229181752,
S4769,L-5-Hydroxytryptophan,NC(CC1=C[NH]C2=CC=C(O)C=C12)C(O)=O,5.229181752,
S3797,Helicide,OCC1OC(OC2=CC=C(C=O)C=C2)C(O)C(O)C1O,5.226194874,
S2359,Sinomenine,COC1=CC2C3CC4=C(C(=C(OC)C=C4)O)C2(CCN3C)CC1=O,5.224939723,
S9420,Sinoacutine,COC1=C(O)C2=C(CC3N(C)CCC24C=C(OC)C(=O)C=C34)C=C1,5.224939723,
S3758,Sinomenine hydrochloride,Cl.COC1=C(O)C2=C(CC3C4C=C(OC)C(=O)CC24CCN3C)C=C1,5.224939723,
S2289,Daidzin,OCC1OC(OC2=CC3=C(C=C2)C(=O)C(=CO3)C4=CC=C(O)C=C4)C(O)C(O)C1O,5.218456358,
S5784,Vancomycin,CNC(CC(C)C)C(=O)NC1C(O)C2=CC(=C(OC3=C(OC4OC(CO)C(O)C(O)C4OC5CC(C)(N)C(O)C(C)O5)C6=CC(=C3)C(NC(=O)C(CC(N)=O)NC1=O)C(=O)NC7C(=O)NC(C(O)C8=CC(=C(O6)C=C8)Cl)C(=O)NC(C(O)=O)C9=C(C(=CC(=C9)O)O)C%10=C(O)C=CC7=C%10)C=C2)Cl,5.217106985,
S2575,Vancomycin HCl,Cl.CNC(CC(C)C)C(=O)NC1C(O)C2=CC=C(OC3=CC4=CC(=C3OC5OC(CO)C(O)C(O)C5OC6CC(C)(N)C(O)C(C)O6)OC7=CC=C(C=C7Cl)C(O)C8NC(=O)C(NC(=O)C4NC(=O)C(CC(N)=O)NC1=O)C9=CC(=C(O)C=C9)C%10=C(C=C(O)C=C%10O)C(NC8=O)C(O)=O)C(=C2)Cl,5.217106985,
S2301,Genistin (Genistoside),OCC1OC(OC2=CC3=C(C(=C2)O)C(=O)C(=CO3)C4=CC=C(O)C=C4)C(O)C(O)C1O,5.212448282,
S3776,Sophoricoside,OCC1OC(OC2=CC=C(C=C2)C3=COC4=C(C(=CC(=C4)O)O)C3=O)C(O)C(O)C1O,5.212448282,
E4321,3-Methoxysalicylaldehyde,COC1=CC=CC(=C1O)C=O,5.204867513,
S1709,Estradiol,CC12CCC3C(CCC4=C3C=CC(=C4)O)C1CCC2O,5.203294835,
S2466,Estriol,CC12CCC3C(CCC4=CC(=CC=C34)O)C1CC(O)C2O,5.203294835,
S5910,Alpha-Estradiol,CC12CCC3C(CCC4=C3C=CC(=C4)O)C1CCC2O,5.203294835,
S9258,(+)-Isocorynoline,COC1=C(O)C2=C(CC3N(C)CCC4=C3C2=C(OC)C(=C4)OC)C=C1,5.187907234,
S6074,3-(3-Hydroxyphenyl)propionic Acid,OC(=O)CCC1=CC(=CC=C1)O,5.180842729,
S3855,Ethyl ferulate,CCOC(=O)/C=C/C1=CC(=C(O)C=C1)OC,5.177535925,
S3993,Ethyl Vanillate,CCOC(=O)C1=CC(=C(O)C=C1)OC,5.177535925,
S5128,Orsellinic acid ethyl ester,CCOC(=O)C1=C(O)C=C(O)C=C1C,5.177535925,
S5550,Ethyl gallate,CCOC(=O)C1=CC(=C(O)C(=C1)O)O,5.177535925,
S5640,Ethyl caffeate,CCOC(=O)/C=C/C1=CC(=C(O)C=C1)O,5.177535925,
E4397,"ETHYL 3,5-DIHYDROXYBENZOATE",CCOC(=O)C1=CC(=CC(=C1)O)O,5.177535925,
S2521,Epinephrine bitartrate,CNCC(O)C1=CC(=C(O)C=C1)O.OC(C(O)C(O)=O)C(O)=O,5.168791562,
S4965,Helecin,OCC1OC(OC2=C(C=O)C=CC=C2)C(O)C(O)C1O,5.166120076,
S5757,Isoeugenol,COC1=C(O)C=CC(=C1)\C=C\C,5.163560325,
S3249,Corypalmine,COC1=C(O)C=C2CCN3CC4=C(CC3C2=C1)C=CC(=C4OC)OC,5.163560325,
E4089,"3,4-Dimethoxyphenol",COC1=C(OC)C=C(O)C=C1,5.163560325,
E4355,Methylsyringol,COC1=C(O)C(=CC(=C1)C)OC,5.163560325,
E4120,2-Amino-4-methoxyphenol,COC1=CC(=C(O)C=C1)N,5.163560325,
S6071,"3,5-Dimethoxyphenol",COC1=CC(=CC(=C1)OC)O,5.163560325,
S9172,Phellodendrine,COC1=C(O)C=C2C3CC4=C(C[N+]3(C)CCC2=C1)C=C(OC)C(=C4)O,5.163560325,
S9231,Schisanhenol,COC1=C(OC)C(=C2C(=C1)CC(C)C(C)CC3=CC(=C(OC)C(=C23)OC)OC)O,5.163560325,
S9245,Phellodendrine chloride,[Cl-].COC1=CC2=C(CC3C4=C(CC[N+]3(C)C2)C=C(OC)C(=C4)O)C=C1O,5.163560325,
S9491,(+)-Guaiacin,COC1=C(O)C=CC(=C1)C2C(C)C(C)CC3=C2C=C(O)C(=C3)OC,5.163560325,
E4559,2-?Methoxy-?4-?vinylphenol,COC1=CC(=CC=C1O)C=C,5.163560325,
E4408,Phenyl salicylate,OC1=C(C=CC=C1)C(=O)OC2=CC=CC=C2,5.16261967,
S2371,Vanillylacetone,COC1=CC(=CC=C1O)CCC(C)=O,5.153048154,
S3848,Hydroxytyrosol Acetate,CC(=O)OCCC1=CC(=C(O)C=C1)O,5.153048154,
S5135,Hydroferulic acid,COC1=C(O)C=CC(=C1)CCC(O)=O,5.153048154,
S9050,Boldine,COC1=C(O)C=C2CC3N(C)CCC4=CC(=C(OC)C(=C34)C2=C1)O,5.145432326,
S5113,Propyl gallate,CCCOC(=O)C1=CC(=C(O)C(=C1)O)O,5.131021609,
S3035,Daunorubicin (RP 13057) HCl,Cl.COC1=C2C(=O)C3=C(C(=C4CC(O)(CC(OC5CC(N)C(O)C(C)O5)C4=C3O)C(C)=O)O)C(=O)C2=CC=C1,5.124538056,
S9092,Norisoboldine,COC1=CC2=C(CC3NCCC4=C3C2=C(O)C(=C4)OC)C=C1O,5.120446791,
S7889,Xanthohumol,COC1=C(C(=C(CC=C(C)C)C(=C1)O)O)C(=O)\C=C\C2=CC=C(O)C=C2,5.113108832,
S9280,Demethoxycurcumin,COC1=CC(=CC=C1O)\C=C\C(=O)CC(=O)\C=C\C2=CC=C(O)C=C2,5.113108832,
S9178,Sinapine thiocyanate,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)OCC[N+](C)(C)C.[S-]C#N,5.106467766,
S3235,Sinapine,COC1=C(O)C(=CC(=C1)\C=C\C(=O)OCC[N+](C)(C)C)OC,5.106467766,
S3926,Forsythin,COC1=CC=C(C=C1OC)C2OCC3C2COC3C4=CC(=C(OC5OC(CO)C(O)C(O)C5O)C=C4)OC,5.106456045,
S9106,Eleutheroside E,COC1=C(OC2OC(CO)C(O)C(O)C2O)C(=CC(=C1)C3OCC4C3COC4C5=CC(=C(OC6OC(CO)C(O)C(O)C6O)C(=C5)OC)OC)OC,5.106456045,
S9215,Pinoresinol diglucoside,COC1=CC(=CC=C1OC2OC(CO)C(O)C(O)C2O)C3OCC4C3COC4C5=CC=C(OC6OC(CO)C(O)C(O)C6O)C(=C5)OC,5.106456045,
S3756,Methyl salicylate,COC(=O)C1=C(O)C=CC=C1,5.103132673,
S3260,3'-hydroxy Puerarin,OCC1OC(C(O)C(O)C1O)C2=C(O)C=CC3=C2OC=C(C3=O)C4=CC(=C(O)C=C4)O,5.102992588,
S2351,Salicin,OCC1OC(OC2=CC=CC=C2CO)C(O)C(O)C1O,5.100045673,
S1849,Daidzein,OC1=CC=C(C=C1)C2=COC3=CC(=CC=C3C2=O)O,5.093238736,
S2298,Fisetin,OC1=CC2=C(C=C1)C(=O)C(=C(O2)C3=CC(=C(O)C=C3)O)O,5.093238736,
S4763,4-Hydroxychalcone,OC1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2,5.092014155,
S4937,4'-Hydroxychalcone,OC1=CC=C(C=C1)C(=O)\C=C\C2=CC=CC=C2,5.092014155,
E4336,2-Hydroxychalcone,OC1=C(C=CC=C1)C=CC(=O)C2=CC=CC=C2,5.092014155,
S3857,4-Hydroxybenzyl alcohol,OCC1=CC=C(O)C=C1,5.084610592,
E4129,4-Hydroxybenzylamine,NCC1=CC=C(O)C=C1,5.084610592,
E4202,4-Hydroxybenzyl cyanide,OC1=CC=C(CC#N)C=C1,5.084610592,
E0459,Robinetin,OC1=CC=C2C(=O)C(=C(OC2=C1)C3=CC(=C(O)C(=C3)O)O)O,5.082616853,
S9089,Magnoflorine,COC1=C(O)C2=C(CC3C4=C2C(=C(OC)C=C4CC[N+]3(C)C)O)C=C1,5.073077931,
S9188,Magnoflorine chloride,[Cl-].COC1=C(O)C2=C(CC3C4=C2C(=C(OC)C=C4CC[N+]3(C)C)O)C=C1,5.073077931,
S3782,Neomangiferin,OCC1OC(OC2=CC3=C(OC4=C(C(=C(C5OC(CO)C(O)C(O)C5O)C(=C4)O)O)C3=O)C=C2O)C(O)C(O)C1O,5.067792141,
S3241,Loureirin A,COC1=CC=C(CCC(=O)C2=CC=C(O)C=C2)C(=C1)OC,5.061476058,
S3242,Loureirin B,COC1=CC(=C(CCC(=O)C2=CC=C(O)C=C2)C(=C1)OC)OC,5.061476058,
S3795,Phloretic acid,OC(=O)CCC1=CC=C(O)C=C1,5.059818199,
S3938,Bisdemethoxycurcumin (BDMC),OC1=CC=C(C=C1)/C=C/C(=O)CC(=O)\C=C\C2=CC=C(O)C=C2,5.05607741,
S3836,6-Gingerol,CCCCCC(O)CC(=O)CCC1=CC=C(O)C(=C1)OC,5.055303365,
S5551,6-Paradol,CCCCCCCC(=O)CCC1=CC=C(O)C(=C1)OC,5.055303365,
S9043,6-Shogaol,CCCCC/C=C/C(=O)CCC1=CC=C(O)C(=C1)OC,5.055303365,
S9091,10-Gingerol,CCCCCCCCCC(O)CC(=O)CCC1=CC=C(O)C(=C1)OC,5.055303365,
S9434,8-Gingerol,CCCCCCCC(O)CC(=O)CCC1=CC=C(O)C(=C1)OC,5.055303365,
S5457,Curculigoside,COC1=C(C(=O)OCC2=CC(=CC=C2OC3OC(CO)C(O)C(O)C3O)O)C(=CC=C1)OC,5.054604468,
S2327,Myricitrin,CC1OC(OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(O)C(=C4)O)O)C(O)C(O)C1O,5.053531015,
S9121,Irigenin,COC1=C(OC)C(=CC(=C1)C2=COC3=CC(=C(OC)C(=C3C2=O)O)O)O,5.053531015,
S4561,Danthron,OC1=CC=CC2=C1C(=O)C3=C(O)C=CC=C3C2=O,5.047808884,
S9700,Tapinarof,CC(C)C1=C(O)C=C(\C=C\C2=CC=CC=C2)C=C1O,5.037238897,
S2270,Bergenin,COC1=C(O)C2=C(C=C1O)C(=O)OC3C(O)C(O)C(CO)OC23,5.036054787,
E4489,Thymopentin Acetate,CC(C)C(NC(=O)C(CC(O)=O)NC(=O)C(CCCCN)NC(=O)C(N)CCCNC(N)=N)C(=O)NC(CC1=CC=C(O)C=C1)C(O)=O.CC(O)=O,5.033639507,
S2308,Hesperetin,COC1=CC=C(C=C1O)C2CC(=O)C3=C(O)C=C(O)C=C3O2,5.021553806,
S3881,Scopoletin,COC1=CC2=C(OC(=O)C=C2)C=C1O,5.021553806,
S3908,4'-Demethylpodophyllotoxin,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(O)C4=C2C=C5OCOC5=C4,5.021553806,
S3932,Astilbin,CC1OC(OC2C(OC3=C(C(=CC(=C3)O)O)C2=O)C4=CC(=C(O)C=C4)O)C(O)C(O)C1O,5.021553806,
S9170,Engeletin,CC1OC(OC2C(OC3=C(C(=CC(=C3)O)O)C2=O)C4=CC=C(O)C=C4)C(O)C(O)C1O,5.021553806,
S9240,Isofraxidin,COC1=CC2=C(OC(=O)C=C2)C(=C1O)OC,5.021553806,
S9438,Isosakuranetin,COC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(O)C=C3O,5.021553806,
S9503,Fraxetin,COC1=CC2=C(OC(=O)C=C2)C(=C1O)O,5.021553806,
S3295,Taxifolin 7-rhamnoside,CC1OC(OC2=CC(=C3C(=O)C(O)C(OC3=C2)C4=CC(=C(O)C=C4)O)O)C(O)C(O)C1O,5.021553806,
S7582,Anacardic Acid,CCCCCCCCCCCCCCCC1=CC=CC(=C1C(O)=O)O,5.012013804,
S9432,Ginkgolic Acid,CCCCCC\C=C/CCCCCCCC1=CC=CC(=C1C(O)=O)O,5.012013804,
S9445,Ginkgolic Acid (C13:0),CCCCCCCCCCCCCC1=CC=CC(=C1C(O)=O)O,5.012013804,
E4570,2-Hydroxyflavanone,OC1=C(C=CC=C1)C2CC(=O)C3=CC=CC=C3O2,5.008714688,
E4573,4-Hydroxyflavanone,OC1=CC=C(C=C1)C2CC(=O)C3=CC=CC=C3O2,5.008714688,
S4525,Ethylparaben,CCOC(=O)C1=CC=C(O)C=C1,5.007844252,
S5834,p-Coumaric acid ethyl ester,CCOC(=O)\C=C\C1=CC=C(O)C=C1,5.007844252,
S3783,Echinacoside,CC1OC(OC2C(O)C(OCCC3=CC(=C(O)C=C3)O)OC(COC4OC(CO)C(O)C(O)C4O)C2OC(=O)\C=C\C5=CC=C(O)C(=C5)O)C(O)C(O)C1O,5.007011968,
S5458,Verbascoside,CC1OC(OC2C(O)C(OCCC3=CC=C(O)C(=C3)O)OC(CO)C2OC(=O)\C=C\C4=CC=C(O)C(=C4)O)C(O)C(O)C1O,5.007011968,
S9184,Forsythoside B,CC1OC(OC2C(O)C(OCCC3=CC=C(O)C(=C3)O)OC(COC4OCC(O)(CO)C4O)C2OC(=O)/C=C/C5=CC(=C(O)C=C5)O)C(O)C(O)C1O,5.007011968,
S9317,Forsythoside A,CC1OC(OCC2OC(OCCC3=CC=C(O)C(=C3)O)C(O)C(O)C2OC(=O)\C=C\C4=CC=C(O)C(=C4)O)C(O)C(O)C1O,5.007011968,
S9407,Angoroside C,COC1=CC=C(CCOC2OC(COC3OCC(O)C(O)C3O)C(OC(=O)/C=C/C4=CC=C(O)C(=C4)OC)C(OC5OC(C)C(O)C(O)C5O)C2O)C=C1O,5.007011968,
