Cat,Name,Smiles,PIC50_pred,
S1074,Poliumoside,CC1OC(OCC2OC(OCCC3=CC(=C(O)C=C3)O)C(O)C(OC4OC(C)C(O)C(O)C4O)C2OC(=O)/C=C/C5=CC(=C(O)C=C5)O)C(O)C(O)C1O,5.007011968,
S9128,Isoacteoside,CC1OC(OC2C(O)C(COC(=O)/C=C/C3=CC=C(O)C(=C3)O)OC(OCCC4=CC=C(O)C(=C4)O)C2O)C(O)C(O)C1O,5.007011968,
E4524,H-Val-Tyr-OH,CC(C)C(N)C(=O)NC(CC1=CC=C(O)C=C1)C(O)=O,5.00494844,
E2892,L-ALANYL-L-TYROSINE,CC(N)C(=O)NC(CC1=CC=C(O)C=C1)C(O)=O,5.00494844,
S3765,Picroside II,COC1=CC(=CC=C1O)C(=O)OC2C3C=COC(OC4OC(CO)C(O)C(O)C4O)C3C5(CO)OC25,5.001320028,
S6426,Hesperidin methylchalcone,COC1=C(O)C=C(/C=C/C(=O)C2=C(OC)C=C(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)C=C2O)C=C1,5.001320028,
S9441,Sibiricose A5,COC1=CC(=CC=C1O)/C=C/C(=O)OC2C(O)C(CO)OC2(CO)OC3OC(CO)C(O)C(O)C3O,5.001320028,
S3302,"¦Â,¦Â-dimethyl-acryl-alkannin",CC(C)=CCC(OC(=O)C=C(C)C)C1=CC(=O)C2=C(C(=CC=C2O)O)C1=O,4.988659016,
S9257,Acetylshikonin,CC(C)=CCC(OC(C)=O)C1=CC(=O)C2=C(C(=CC=C2O)O)C1=O,4.988659016,
S3625,Tyramine,NCCC1=CC=C(O)C=C1,4.988521101,
S3773,Tyrosol,OCCC1=CC=C(O)C=C1,4.988521101,
E4029,Tyramine hydrochloride,Cl.NCCC1=CC=C(O)C=C1,4.988521101,
S4738,Arctiin,COC1=CC=C(CC2COC(=O)C2CC3=CC=C(OC4OC(CO)C(O)C(O)C4O)C(=C3)OC)C=C1OC,4.982138654,
S3284,Tracheloside,COC1=CC=C(CC2COC(=O)C2(O)CC3=CC(=C(OC4OC(CO)C(O)C(O)C4O)C=C3)OC)C=C1OC,4.982138654,
S9401,"3,6'-Disinapoyl sucrose",COC1=CC(=CC(=C1O)OC)\C=C\C(=O)OCC2OC(OC3(CO)OC(CO)C(O)C3OC(=O)/C=C/C4=CC(=C(O)C(=C4)OC)OC)C(O)C(O)C2O,4.97954596,
E0758,Silydianin,COC1=C(O)C=CC(=C1)C2C3COC4(O)C3C(=CC2C4=O)C5OC6=CC(=CC(=C6C(=O)C5O)O)O,4.966018801,
S5405,Propylparaben,CCCOC(=O)C1=CC=C(O)C=C1,4.953164523,
S4946,"2,3-Dihydroxybenzoic acid",OC(=O)C1=C(O)C(=CC=C1)O,4.940038164,
S2303,Gossypol Acetate,CC(C)C1=C2C=C(C)C(=C(O)C2=C(C=O)C(=C1O)O)C3=C(O)C4=C(C=C3C)C(=C(O)C(=C4C=O)O)C(C)C.CC(O)=O,4.93978416,
S2812,(R)-(-)-Gossypol acetic acid,CC(C)C1=C(O)C(=C(C=O)C2=C1C=C(C)C(=C2O)C3=C(C)C=C4C(=C(O)C(=C(C=O)C4=C3O)O)C(C)C)O.CC(O)=O,4.93978416,
S3872,Guaiacol,COC1=C(O)C=CC=C1,4.935400558,
S3804,Alpha-Mangostin,COC1=C(O)C=C2OC3=C(C(=C(CC=C(C)C)C(=C3)O)O)C(=O)C2=C1CC=C(C)C,4.925409561,
S3878,Bavachinin,COC1=CC2=C(C=C1CC=C(C)C)C(=O)CC(O2)C3=CC=C(O)C=C3,4.925409561,
S9070,Isoxanthohumol,COC1=CC(=C(CC=C(C)C)C2=C1C(=O)CC(O2)C3=CC=C(O)C=C3)O,4.925409561,
S5312,Urolithin A,OC1=CC=C2C(=C1)OC(=O)C3=CC(=CC=C23)O,4.924596375,
S9442,Bergaptol,OC1=C2C=COC2=CC3=C1C=CC(=O)O3,4.924596375,
E4543,"4,7-Dihydroxycoumarin",OC1=CC=C2C(=CC(=O)OC2=C1)O,4.924596375,
S1327,Ellagic acid,OC1=CC2=C3C(=C1O)OC(=O)C4=CC(=C(O)C(=C34)OC2=O)O,4.924596375,
S5516,Ellagic Acid hydrate,O.OC1=CC2=C3C(=C1O)OC(=O)C4=CC(=C(O)C(=C34)OC2=O)O,4.924596375,
S9255,Isoscopoletin,COC1=CC2=C(C=CC(=O)O2)C=C1O,4.924457513,
S9066,Specnuezhenide,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)\C(=C/C)C1CC(=O)OCC3OC(OCCC4=CC=C(O)C=C4)C(O)C(O)C3O,4.918623397,
S9473,Nuzhenide,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)\C(=C\C)C1CC(=O)OCC3OC(OCCC4=CC=C(O)C=C4)C(O)C(O)C3O,4.918623397,
S3884,Jatrorrhizine,COC1=CC2=C(CC[N+]3=CC4=C(C=CC(=C4OC)OC)C=C23)C=C1O,4.918026861,
S9069,Jatrorrhizine chloride,[Cl-].COC1=CC2=C(CC[N+]3=CC4=C(C=CC(=C4OC)OC)C=C23)C=C1O,4.918026861,
S3299,Demethyleneberberine,COC1=C(OC)C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(O)C=C4CC3)O,4.918026861,
S3808,Mangiferin,OCC1OC(C(O)C(O)C1O)C2=C(O)C=C3OC4=C(C=C(O)C(=C4)O)C(=O)C3=C2O,4.915607555,
S2309,Hesperidin,COC1=CC=C(C=C1O)C2CC(=O)C3=C(O)C=C(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)C=C3O2,4.910822808,
S2323,Methyl-Hesperidin,COC1=CC=C(C=C1O)C2CC(=O)C3=C(OC)C=C(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)C=C3O2,4.910822808,
S2329,Naringin,CC1OC(OC2C(O)C(O)C(CO)OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(O)C=C5)O)C(O)C(O)C1O,4.910822808,
S2332,Neohesperidin,COC1=CC(=CC(=C1)C2CC(=O)C3=C(O)C=C(OC4OC(CO)C(O)C(O)C4OC5OC(C)C(O)C(O)C5O)C=C3O2)O,4.910822808,
S2357,Silibinin (NSC 651520),COC1=CC(=CC=C1O)C2OC3=CC(=CC=C3OC2CO)C4OC5=CC(=CC(=C5C(=O)C4O)O)O,4.910822808,
S2358,Silymarin,COC1=CC(=CC=C1O)C2OC3=CC=C(C=C3OC2CO)C4OC5=C(C(=CC(=C5)O)O)C(=O)C4O,4.910822808,
S9173,Sec-O-Glucosylhamaudol,CC1=CC(=O)C2=C(O)C3=C(OC(C)(C)C(C3)OC4OC(CO)C(O)C(O)C4O)C=C2O1,4.910822808,
S9211,Eriocitrin,CC1OC(OCC2OC(OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(O)C(=C5)O)O)C(O)C(O)C2O)C(O)C(O)C1O,4.910822808,
S9242,Narirutin,CC1OC(OCC2OC(OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(O)C=C5)O)C(O)C(O)C2O)C(O)C(O)C1O,4.910822808,
S9250,Isosilybin,COC1=C(O)C=CC(=C1)C2OC3=C(OC2CO)C=C(C=C3)C4OC5=C(C(=CC(=C5)O)O)C(=O)C4O,4.910822808,
S9235,Didymin,COC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)C=C3O,4.910822808,
S9165,Poncirin,COC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(OC4OC(CO)C(O)C(O)C4OC5OC(C)C(O)C(O)C5O)C=C3O,4.910822808,
S9296,Fraxin,COC1=CC2=C(OC(=O)C=C2)C(=C1O)OC3OC(CO)C(O)C(O)C3O,4.910822808,
E4349,Methylarbutin,COC1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1,4.903866406,
S7867,Oleuropein,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)\C(=C\C)C1CC(=O)OCCC3=CC(=C(O)C=C3)O,4.890684315,
E4086,p-Anisic acid,COC1=CC=C(C=C1)C(O)=O,4.890461593,
S6429,Coniferyl alcohol,COC1=CC(=CC=C1O)/C=C/CO,4.889999486,
S3754,4-Hydroxybenzoic acid,OC(=O)C1=CC=C(O)C=C1,4.880942926,
S4759,p-Coumaric Acid,OC(=O)\C=C\C1=CC=C(O)C=C1,4.880942926,
S6018,"2,3,4-Trihydroxybenzoic acid",OC(=O)C1=C(O)C(=C(O)C=C1)O,4.880942926,
S9564,p-Hydroxy-cinnamic Acid,OC(=O)\C=C\C1=CC=C(O)C=C1,4.880942926,
E4539,4-Hydroxymandelic acid,OC(C(O)=O)C1=CC=C(O)C=C1,4.880942926,
E4339,4-Hydroxy-L-phenylglycine,NC(C(O)=O)C1=CC=C(O)C=C1,4.880942926,
S3941,Pinocembrin,OC1=CC2=C(C(=O)CC(O2)C3=CC=CC=C3)C(=C1)O,4.866792005,
S6323,"2,6-Dimethoxybenzoic acid",COC1=CC=CC(=C1C(O)=O)OC,4.861198735,
E4317,Ethyl salicylate,CCOC(=O)C1=C(O)C=CC=C1,4.858453115,
S9298,Corylin,CC1(C)OC2=CC=C(C=C2C=C1)C3=COC4=CC(=CC=C4C3=O)O,4.857421029,
S9286,Neobavaisoflavone,CC(C)=CCC1=CC(=CC=C1O)C2=COC3=C(C=CC(=C3)O)C2=O,4.848514507,
E4367,Boc-D-Tyr-OH,CC(C)(C)OC(=O)NC(CC1=CC=C(O)C=C1)C(O)=O,4.813885244,
E4529,DL-O-Tyrosine,NC(CC1=C(O)C=CC=C1)C(O)=O,4.811967119,
S3825,Glycitin,COC1=CC2=C(OC=C(C2=O)C3=CC=C(O)C=C3)C=C1OC4OC(CO)C(O)C(O)C4O,4.811549643,
E4409,4-(4-Methoxyphenyl)-2-butanone,COC1=CC=C(CCC(C)=O)C=C1,4.797061278,
E4274,"2,6-Dibromophenol",OC1=C(Br)C=CC=C1Br,4.79601948,
S2299,Formononetin,COC1=CC=C(C=C1)C2=COC3=C(C=CC(=C3)O)C2=O,4.79126672,
S9038,Calycosin,COC1=C(O)C=C(C=C1)C2=COC3=C(C=CC(=C3)O)C2=O,4.79126672,
S9107,Glycitein,COC1=CC2=C(OC=C(C2=O)C3=CC=C(O)C=C3)C=C1O,4.79126672,
S2380,Diosmetin,COC1=CC=C(C=C1O)C2=CC(=O)C3=C(O)C=C(O)C=C3O2,4.791227863,
S3824,Quercitrin,CC1OC(OC2=C(OC3=C(C(=CC(=C3)O)O)C2=O)C4=CC(=C(O)C=C4)O)C(O)C(O)C1O,4.791227863,
S3846,Eupatilin,COC1=CC=C(C=C1OC)C2=CC(=O)C3=C(O2)C=C(O)C(=C3O)OC,4.791227863,
S3877,Lysionotin,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O)C(=C(O)C(=C3O2)OC)OC,4.791227863,
S3879,Kaempferide,COC1=CC=C(C=C1)C2=C(O)C(=O)C3=C(O2)C=C(O)C=C3O,4.791227863,
S3918,"4',7-Dimethoxy-5-Hydroxyflavone",COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(OC)C=C3O,4.791227863,
S5318,Acacetin,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(O)C=C3O,4.791227863,
S9112,Kaempferitrin,CC1OC(OC2=CC3=C(C(=C2)O)C(=O)C(=C(O3)C4=CC=C(O)C=C4)OC5OC(C)C(O)C(O)C5O)C(O)C(O)C1O,4.791227863,
S9122,Tectorigenin,COC1=C(O)C2=C(OC=C(C2=O)C3=CC=C(O)C=C3)C=C1O,4.791227863,
S9205,Hydroxygenkwanin,COC1=CC2=C(C(=C1)O)C(=O)C=C(O2)C3=CC=C(O)C(=C3)O,4.791227863,
S9287,Genkwanin,COC1=CC2=C(C(=C1)O)C(=O)C=C(O2)C3=CC=C(O)C=C3,4.791227863,
S9421,Demethylnobiletin,COC1=CC=C(C=C1OC)C2=CC(=O)C3=C(O2)C(=C(OC)C(=C3O)OC)OC,4.791227863,
S9111,Isorhamnetin,COC1=C(O)C=CC(=C1)C2=C(O)C(=O)C3=C(O2)C=C(O)C=C3O,4.791227863,
S3255,Pectolinarigenin,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O)C(=C(O)C=C3O2)OC,4.791227863,
S3296,Hispidulin,COC1=C(O)C=C2OC(=CC(=O)C2=C1O)C3=CC=C(O)C=C3,4.791227863,
S7862,Rottlerin,CC(=O)C1=C(O)C(=C(O)C(=C1O)C)CC2=C(O)C(=C3OC(C)(C)C=CC3=C2O)C(=O)\C=C\C4=CC=CC=C4,4.781345998,
E4192,1-Hydroxypyrene,OC1=C2C=CC3=CC=CC4=CC=C(C=C1)C2=C34,4.780734014,
S6975,N-Vanillyldecanamide,CCCCCCCCCC(=O)NCC1=CC=C(O)C(=C1)OC,4.770026517,
S3935,Nonivamide,CCCCCCCCC(=O)NCC1=CC(=C(O)C=C1)OC,4.770026517,
E0246,¦Â-Anhydroicaritin,COC1=CC=C(C=C1)C2=C(O)C(=O)C3=C(O)C=C4OC(C)(C)CCC4=C3O2,4.768020215,
E0477,N-Caffeoyl O-methyltyramine,COC1=CC=C(CCNC(=O)\C=C\C2=CC=C(O)C(=C2)O)C=C1,4.766838819,
S3818,Tectoridin,COC1=C(O)C2=C(OC=C(C2=O)C3=CC=C(O)C=C3)C=C1OC4OC(CO)C(O)C(O)C4O,4.763313684,
S9134,Spinosin,COC1=CC2=C(C(=C1C3OC(CO)C(O)C(O)C3OC4OC(CO)C(O)C(O)C4O)O)C(=O)C=C(O2)C5=CC=C(O)C=C5,4.763313684,
S9417,Homoplantaginin,COC1=C(OC2OC(CO)C(O)C(O)C2O)C=C3OC(=CC(=O)C3=C1O)C4=CC=C(O)C=C4,4.763313684,
S9054,Pectolinarin,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)C(=C3O)OC,4.763313684,
S9288,Casticin,COC1=C(O)C=C(C=C1)C2=C(OC)C(=O)C3=C(O2)C=C(OC)C(=C3O)OC,4.76206058,
E0250,Artemitin,COC1=C(OC)C=C(C=C1)C2=C(OC)C(=O)C3=C(O)C(=C(OC)C=C3O2)OC,4.76206058,
S2312,Icariin,COC1=CC=C(C=C1)C2=C(OC3OC(C)C(O)C(O)C3O)C(=O)C4=C(O2)C(=C(OC5OC(CO)C(O)C(O)C5O)C=C4O)CC=C(C)C,4.759035883,
S3840,Baohuoside I,COC1=CC=C(C=C1)C2=C(OC3OC(C)C(O)C(O)C3O)C(=O)C4=C(O)C=C(O)C(=C4O2)CC=C(C)C,4.759035883,
S9080,Anhydroicaritin,COC1=CC=C(C=C1)C2=C(O)C(=O)C3=C(O)C=C(O)C(=C3O2)CC=C(C)C,4.759035883,
S9267,Epimedin A,COC1=CC=C(C=C1)C2=C(OC3OC(C)C(O)C(O)C3OC4OC(CO)C(O)C(O)C4O)C(=O)C5=C(O)C=C(OC6OC(CO)C(O)C(O)C6O)C(=C5O2)CC=C(C)C,4.759035883,
S3247,Icariside I,COC1=CC=C(C=C1)C2=C(O)C(=O)C3=C(O2)C(=C(OC4OC(CO)C(O)C(O)C4O)C=C3O)CC=C(C)C,4.759035883,
S9268,Epmedin B,COC1=CC=C(C=C1)C2=C(OC3OC(C)C(O)C(O)C3OC4OCC(O)C(O)C4O)C(=O)C5=C(O2)C(=C(OC6OC(CO)C(O)C(O)C6O)C=C5O)CC=C(C)C,4.759035883,
S9269,Epmedin C,COC1=CC=C(C=C1)C2=C(OC3OC(C)C(O)C(O)C3OC4OC(C)C(O)C(O)C4O)C(=O)C5=C(O2)C(=C(OC6OC(CO)C(O)C(O)C6O)C=C5O)CC=C(C)C,4.759035883,
S9189,Oroxin A,OCC1OC(OC2=CC3=C(C(=O)C=C(O3)C4=CC=CC=C4)C(=C2O)O)C(O)C(O)C1O,4.758367968,
S9190,Oroxin B,OCC1OC(OCC2OC(OC3=C(O)C(=C4C(=O)C=C(OC4=C3)C5=CC=CC=C5)O)C(O)C(O)C2O)C(O)C(O)C1O,4.758367968,
S2526,Alizarin,OC1=C(O)C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O,4.756879433,
E4105,Quinizarin,OC1=C2C(=O)C3=CC=CC=C3C(=O)C2=C(O)C=C1,4.756879433,
E4096,1-Hydroxyanthraquinone,OC1=C2C(=O)C3=CC=CC=C3C(=O)C2=CC=C1,4.756879433,
S2268,Baicalein,OC1=C(O)C(=C2C(=O)C=C(OC2=C1)C3=CC=CC=C3)O,4.755706991,
S2281,Chrysin,OC1=CC2=C(C(=C1)O)C(=O)C=C(O2)C3=CC=CC=C3,4.755706991,
S5529,Galangin,OC1=CC2=C(C(=C1)O)C(=O)C(=C(O2)C3=CC=CC=C3)O,4.755706991,
E4545,5-Hydroxyflavone,OC1=C2C(=O)C=C(OC2=CC=C1)C3=CC=CC=C3,4.755706991,
E4572,"5,7-Dihydroxy-4-phenylcoumarin",OC1=CC(=C2C(=C1)OC(=O)C=C2C3=CC=CC=C3)O,4.755706991,
S3875,Alpinetin,COC1=CC(=CC2=C1C(=O)CC(O2)C3=CC=CC=C3)O,4.748572791,
S2350,Rutin,CC1OC(OCC2OC(OC3=C(OC4=C(C(=CC(=C4)O)O)C3=O)C5=CC(=C(O)C=C5)O)C(O)C(O)C2O)C(O)C(O)C1O,4.746040977,
S2369,Troxerutin,CC1OC(OCC2OC(OC3=C(OC4=CC(=CC(=C4C3=O)O)OCCO)C5=CC(=C(OCCO)C=C5)OCCO)C(O)C(O)C2O)C(O)C(O)C1O,4.746040977,
S5460,Vitexin-2-O-rhaMnoside,CC1OC(OC2C(O)C(O)C(CO)OC2C3=C(O)C=C(O)C4=C3OC(=CC4=O)C5=CC=C(O)C=C5)C(O)C(O)C1O,4.746040977,
S6264,Rutin hydrate,CC1OC(OCC2OC(OC3=C(OC4=C(C(=CC(=C4)O)O)C3=O)C5=CC(=C(O)C=C5)O)C(O)C(O)C2O)C(O)C(O)C1O,4.746040977,
S9076,Typhaneoside,COC1=CC(=CC=C1O)C2=C(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3OC5OC(C)C(O)C(O)C5O)C(=O)C6=C(O2)C=C(O)C=C6O,4.746040977,
S9084,Rhoifolin,CC1OC(OC2C(O)C(O)C(CO)OC2OC3=CC4=C(C(=C3)O)C(=O)C=C(O4)C5=CC=C(O)C=C5)C(O)C(O)C1O,4.746040977,
S9217,Complanatuside,COC1=CC2=C(C(=C1)O)C(=O)C(=C(O2)C3=CC=C(OC4OC(CO)C(O)C(O)C4O)C=C3)OC5OC(CO)C(O)C(O)C5O,4.746040977,
S9322,Neodiosmin,COC1=CC=C(C=C1O)C2=CC(=O)C3=C(O2)C=C(OC4OC(CO)C(O)C(O)C4OC5OC(C)C(O)C(O)C5O)C=C3O,4.746040977,
S9423,Narcissoside,COC1=C(O)C=CC(=C1)C2=C(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)C(=O)C5=C(O)C=C(O)C=C5O2,4.746040977,
S9455,Isorhamnetin 3-O-neohesperoside,COC1=CC(=CC=C1O)C2=C(OC3OC(CO)C(O)C(O)C3OC4OC(C)C(O)C(O)C4O)C(=O)C5=C(O2)C=C(O)C=C5O,4.746040977,
S9096,ligustroflavone,CC1OC(OCC2OC(OC3=CC(=C4C(=O)C=C(OC4=C3)C5=CC=C(O)C=C5)O)C(OC6OC(C)C(O)C(O)C6O)C(O)C2O)C(O)C(O)C1O,4.746040977,
S9290,Linarin,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O)C=C(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)C=C3O2,4.746040977,
S3267,Kaempferol-3-O-rutinoside,CC1OC(OCC2OC(OC3=C(OC4=C(C(=CC(=C4)O)O)C3=O)C5=CC=C(O)C=C5)C(O)C(O)C2O)C(O)C(O)C1O,4.746040977,
S3278,Kaempferol-3-O-neohesperidoside,CC1OC(OC2C(O)C(O)C(CO)OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(O)C=C5)C(O)C(O)C1O,4.746040977,
S5468,Kaempferol-3-O-glucorhamnoside,CC1OC(OC2C(O)C(O)C(CO)OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(O)C=C5)C(O)C(O)C1O,4.746040977,
S2292,Diosmin,COC1=C(O)C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)C=C3O,4.746040977,
S1990,Capsaicin(Vanilloid),COC1=C(O)C=CC(=C1)CNC(=O)CCCC\C=C\C(C)C,4.74434304,
S9086,Dihydrocapsaicin,COC1=C(O)C=CC(=C1)CNC(=O)CCCCCCC(C)C,4.74434304,
E4081,"1,2-Dimethoxybenzene",COC1=C(OC)C=CC=C1,4.743583715,
S9088,Calycosin-7-O-beta-D-glucoside,COC1=C(O)C=C(C=C1)C2=COC3=C(C=CC(=C3)OC4OC(CO)C(O)C(O)C4O)C2=O,4.734344427,
E0247,Militarine,CC(C)CC(O)(CC(=O)OCC1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1)C(=O)OCC3=CC=C(OC4OC(CO)C(O)C(O)C4O)C=C3,4.710807854,
P1100,Lysipressin Acetate,CC(O)=O.NCCCCC(NC(=O)C1CCCN1C(=O)C2CSSCC(N)C(=O)NC(CC3=CC=C(O)C=C3)C(=O)NC(CC4=CC=CC=C4)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N2)C(=O)NCC(N)=O,4.705428015,
E4079,Benzyl salicylate,OC1=C(C=CC=C1)C(=O)OCC2=CC=CC=C2,4.70533828,
S4539,Salicylic acid,OC(=O)C1=C(O)C=CC=C1,4.702594367,
E4216,2-Hydroxycinnamic acid,OC(=O)/C=C/C1=C(O)C=CC=C1,4.702594367,
S1321,Urolithin B,OC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)O2,4.695196312,
S3262,Scopolin,COC1=CC2=C(OC(=O)C=C2)C=C1OC3OC(CO)C(O)C(O)C3O,4.660388965,
S4743,Wogonin,COC1=C(O)C=C(O)C2=C1OC(=CC2=O)C3=CC=CC=C3,4.659344253,
S9204,Oroxylin A,COC1=C(O)C2=C(OC(=CC2=O)C3=CC=CC=C3)C=C1O,4.659344253,
S3256,Tectochrysin,COC1=CC(=C2C(=O)C=C(OC2=C1)C3=CC=CC=C3)O,4.659344253,
S3307,Galangin 3-methyl ether,COC1=C(OC2=C(C(=CC(=C2)O)O)C1=O)C3=CC=CC=C3,4.659344253,
S2269,Baicalin (NSC-661431),OC1C(O)C(OC(C1O)C(O)=O)OC2=C(O)C(=C3C(=O)C=C(OC3=C2)C4=CC=CC=C4)O,4.65575697,
S7414,Caffeic Acid Phenethyl Ester,OC1=CC=C(/C=C/C(=O)OCCC2=CC=CC=C2)C=C1O,4.64981488,
S2377,Biochanin A,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,4.636655711,
S9113,Ononin,COC1=CC=C(C=C1)C2=COC3=C(C=CC(=C3)OC4OC(CO)C(O)C(O)C4O)C2=O,4.629674301,
S3867,(E)-Cardamonin,COC1=CC(=CC(=C1C(=O)\C=C\C2=CC=CC=C2)O)O,4.62807555,
S3942,Cardamonin,COC1=CC(=CC(=C1C(=O)C=CC2=CC=CC=C2)O)O,4.62807555,
S9412,Flavokawain B,COC1=CC(=C(C(=C1)O)C(=O)\C=C\C2=CC=CC=C2)OC,4.62807555,
S3222,Raspberry ketone glucoside,CC(=O)CCC1=CC=C(OC2OC(CO)C(O)C(O)C2O)C=C1,4.592254211,
S9047,Leonurine Hydrochloride,Cl.COC1=C(O)C(=CC(=C1)C(=O)OCCCCNC(N)=N)OC,4.585483771,
S9115,Wogonoside,COC1=C(OC2OC(C(O)C(O)C2O)C(O)=O)C=C(O)C3=C1OC(=CC3=O)C4=CC=CC=C4,4.577862119,
S6852,Gossypol,CC(C)C1=C(O)C(=C(C=O)C2=C1C=C(C)C(=C2O)C3=C(O)C4=C(C=C3C)C(=C(O)C(=C4C=O)O)C(C)C)O,4.57702875,
E4411,¦Á-Hexylcinnamaldehyde,CCCCCCC(C=O)=CC1=CC=CC=C1,4.57383298,
S5562,2-Hydroxybenzyl alcohol,OCC1=CC=CC=C1O,4.527187116,
E4495,12-Ethyl-9-hydroxycamptothecin,CCC1=C2N=C3C(=CC2=C(O)C=C1)CN4C(=O)C5=C(C=C34)C(O)(CC)C(=O)OC5,4.519744133,
S9270,Dracohodin perochlorate,COC1=C(C)C(=CC2=C1C=CC(=[O+]2)C3=CC=CC=C3)O.[O-][Cl](=O)(=O)=O,4.508371617,
S9162,Rubimaillin,COC(=O)C1=C(O)C2=C(C=CC=C2)C3=C1C=CC(C)(C)O3,4.450303002,
E4271,1-Naphthol,OC1=CC=CC2=C1C=CC=C2,4.410214599,
S5464,Psoralidin,CC(C)=CCC1=CC2=C(OC(=O)C3=C2OC4=C3C=CC(=C4)O)C=C1O,4.332924041,
S9042,Wedelolactone,COC1=CC2=C(C(=C1)O)C3=C(C(=O)O2)C4=C(O3)C=C(O)C(=C4)O,4.331346707,
S5049,Thiocolchicoside,COC1=C(OC)C2=C(CCC(NC(C)=O)C3=CC(=O)C(=CC=C23)SC)C=C1OC4OC(CO)C(O)C(O)C4O,4.298076722,
S9241,Polygalaxanthone III,COC1=CC2=C(OC3=C(C(=C(C4OC(COC5OCC(O)(CO)C5O)C(O)C(O)C4O)C(=C3)O)O)C2=O)C=C1O,4.241806651,
S4966,4-Methylesculetin,CC1=CC(=O)OC2=C1C=C(O)C(=C2)O,4.241101967,
S8319,"7,8-Dihydroxyflavone",OC1=CC=C2C(=O)C=C(OC2=C1O)C3=CC=CC=C3,4.058097982,
S3634,6-Hydroxyflavone (6-HF),OC1=CC2=C(OC(=CC2=O)C3=CC=CC=C3)C=C1,4.022505976,
S5380,7-Hydroxyflavone,OC1=CC=C2C(=O)C=C(OC2=C1)C3=CC=CC=C3,4.022505976,
E4501,"3,6-Dihydroxyflavone",OC1=CC=C2OC(=C(O)C(=O)C2=C1)C3=CC=CC=C3,4.022505976,
E4555,7-Hydroxyisoflavone,OC1=CC=C2C(=O)C(=COC2=C1)C3=CC=CC=C3,4.022505976,
S2305,Grape Seed Extract,,0,
S5104,Tea polyphenol,,0,
E2548,N-(p-Coumaroyl) Serotonin,,0,
E4311,Potassium 7-hydroxy-1-naphthalenesulfona,[K;v0].OC1=CC2=C(C=CC=C2[S](O)(=O)=O)C=C1,0,
